"global.unique.identifier","last.edited.date","taxonomic.order","category","taxon.concept.id","common.name","scientific.name","subspecies.common.name","subspecies.scientific.name","exotic.code","observation.count","breeding.code","breeding.category","behavior.code","age.sex","country","country.code","state","state.code","county","county.code","iba.code","bcr.code","usfws.code","atlas.block","locality","locality.id","locality.type","observation.date","time.observations.started","observer.id","sampling.event.identifier","protocol.type","protocol.code","project.code","duration.minutes","effort.distance.km","effort.area.ha","number.observers","all.species.reported","group.identifier","has.media","approved","reviewed","reason","trip.comments","species.comments","longitude","latitude","listing.status"
"URN:CornellLabOfOrnithology:EBIRD:OBS821116734","2023-09-20 10:58:54.345865",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"X","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Cadillac Mountain","L159030","H","2010-06-21","05:00:00","obsr325934","S60946859","Traveling","P22","EBIRD",300,7.242,NA,1,1,"",0,1,0,NA,"On and around Cadillac Mtn; by car, and some on foot. Did not track numbers well, so reporting occurrence only.","",-68.2260418,44.3534831,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS94188108","2018-08-06 19:46:31",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"2","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia National Park, Precipice parking area","L934769","P","2010-06-18","10:00:00","obsr101607","S6556601","Stationary","P21","EBIRD",900,NA,NA,2,1,"",0,1,0,NA,"","",-68.1878257,44.3493863,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS94796970","2018-08-06 19:46:31",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"2","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP","L947546","P","2010-06-16","","obsr140002","S6602981","Incidental","P20","EBIRD",NA,NA,NA,NA,0,"",0,1,0,NA,"","",-68.2333374,44.3081267,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS1218681223","2023-09-20 11:02:33.568472",6372,"species","avibase-64F4DD81","Razorbill","Alca torda","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Otter Point","L781797","H","2010-06-30","11:01:00","obsr686255","S93301412","Traveling","P22","EBIRD",105,8.047,NA,1,1,"",0,1,0,NA,"","",-68.1901217,44.3072668,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS101864669","2011-07-21 17:25:44",6339,"species","avibase-2771624B","Atlantic Puffin","Fratercula arctica","","",NA,"5","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Precipice Trail","L476591","H","2010-07-15","08:00:00","obsr234282","S7142966","Traveling","P22","EBIRD",300,8.047,NA,2,1,"G247683",0,1,0,NA,"","",-68.1897354,44.3547872,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS114858659","2011-07-21 17:25:44",6339,"species","avibase-2771624B","Atlantic Puffin","Fratercula arctica","","",NA,"5","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Precipice Trail","L476591","H","2010-07-15","08:00:00","obsr219298","S8020263","Traveling","P22","EBIRD",300,8.047,NA,2,1,"G247683",0,1,0,NA,"","",-68.1897354,44.3547872,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS142650066","2012-03-11 13:11:45",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Precipice Nesting Site","L1449360","P","2010-07-05","11:25:00","obsr241164","S10035712","Stationary","P21","EBIRD",15,NA,NA,1,1,"",0,1,0,NA,"","none",-68.1856477,44.3433296,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS1552885422","2023-09-20 10:53:01.042628",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP (please use more specific location if possible)","L340581","H","2010-07-28","","obsr830225","S121707030","Historical","P62","EBIRD",NA,NA,NA,4,0,"G9122788",0,1,0,NA,"with Janet Hix, William Hix, and Richard Lee Hix","",-68.2733291,44.3385984,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS95850866","2011-07-21 17:25:44",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Precipice Trail","L476591","H","2010-07-09","08:00:00","obsr226525","S6686418","Stationary","P21","EBIRD",45,NA,NA,15,1,"",0,1,0,NA,"","",-68.1897354,44.3547872,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS1018377421","2020-11-26 21:34:34.898307",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Precipice Trail Overlook","L1567758","H","2010-07-06","","obsr2004491","S76734268","Incidental","P20","EBIRD",NA,NA,NA,3,0,"",0,1,0,NA,"","",-68.1878144,44.3494526,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS193421462","2013-04-29 11:43:01",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Precipice Trail Overlook","L1567758","H","2010-07-26","","obsr355466","S13927846","Incidental","P20","EBIRD",NA,NA,NA,NA,1,"",0,1,0,NA,"","",-68.1878144,44.3494526,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS276235349","2023-09-20 10:53:01.042628",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP (please use more specific location if possible)","L340581","H","2010-07-28","","obsr201395","S20222380","Historical","P62","EBIRD",NA,NA,NA,4,0,"G9122788",0,1,0,NA,"","",-68.2733291,44.3385984,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS98576204","2010-09-19 22:27:00",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","Unknown Sex, Juvenile (1)","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Wildwood Stables","L996622","P","2010-08-21","","obsr132874","S6900579","Incidental","P20","EBIRD",NA,NA,NA,NA,1,"",0,1,0,NA,"","Being harrassed by the crows.  ",-68.2359391,44.3148786,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS157118552","2015-07-23 08:10:27",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"X","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Ship Harbor Trail","L159046","H","2010-08-10","","obsr231574","S11033404","Incidental","P20","EBIRD",NA,NA,NA,NA,0,"",0,1,0,NA,"","",-68.3256161,44.2316668,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS862820215","2020-02-11 03:55:38",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"3","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Thunder Hole","L1436170","H","2010-08-11","10:30:00","obsr173859","S64345476","Traveling","P22","EBIRD",240,12.875,NA,2,1,"",0,1,0,NA,"","",-68.1887506,44.320651,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS100748072","2023-09-20 10:53:01.042628",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP (please use more specific location if possible)","L340581","H","2010-09-30","","obsr165360","S7060671","Incidental","P20","EBIRD",NA,NA,NA,NA,0,"",0,1,1,NA,"","",-68.2733291,44.3385984,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS441741997","2021-04-01 06:49:52.016996",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Wonderland Trail","L159029","H","2010-09-03","08:30:00","obsr819443","S32463371","Traveling","P22","EBIRD",180,4.828,NA,2,1,"G2002617",0,1,0,NA,"","",-68.3198708,44.233752,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS285752657","2023-09-20 10:58:54.345865",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Cadillac Mountain","L159030","H","2010-09-16","","obsr372404","S20927563","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",1,1,0,NA,"","",-68.2260418,44.3534831,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS98615674","2018-08-05 11:37:54",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Seawall Picnic Area","L159047","H","2010-09-20","16:00:00","obsr29626","S6903336","Stationary","P21","EBIRD",15,NA,NA,1,1,"",0,1,0,NA,"","Coastal fly-by; briefly low over the water, then rising and turning. Generally south-west bound.",-68.3025,44.2373,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS167535475","2021-04-01 06:49:52.016996",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Wonderland Trail","L159029","H","2010-09-03","08:30:00","obsr338688","S11868258","Traveling","P22","EBIRD",180,4.828,NA,2,1,"G2002617",0,1,0,NA,"","",-68.3198708,44.233752,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS98586288","2023-09-20 10:53:01.042628",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP (please use more specific location if possible)","L340581","H","2010-09-19","15:00:00","obsr165167","S6901345","Traveling","P22","EBIRD",120,8.047,NA,3,0,"",0,1,0,NA,"","",-68.2733291,44.3385984,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS1049289626","2021-01-25 11:48:39.620643",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"X","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Jordan Pond Path","L6026515","H","2010-09-11","","obsr290496","S79064558","Historical","P62","EBIRD",NA,NA,NA,1,1,"",0,1,0,NA,"","TRIP TO EAST COAST & WASHINGTON DC 2010",-68.2499805,44.3242409,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS115631422","2019-07-23 16:15:24",707,"species","avibase-9456DEDF","Barrow's Goldeneye","Bucephala islandica","","",NA,"2","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2011-01-29","07:30:00","obsr260504","S8074729","Traveling","P22","EBIRD",150,16.093,NA,20,1,"G250409",0,1,0,NA,"","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS114778815","2019-07-23 16:15:24",707,"species","avibase-9456DEDF","Barrow's Goldeneye","Bucephala islandica","","",NA,"2","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2011-01-29","07:30:00","obsr253068","S8014718","Traveling","P22","EBIRD",150,16.093,NA,20,1,"G250409",0,1,0,NA,"","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS114778824","2019-07-23 16:15:24",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"7","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2011-01-29","07:30:00","obsr253068","S8014718","Traveling","P22","EBIRD",150,16.093,NA,20,1,"G250409",0,1,0,NA,"","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS115631431","2019-07-23 16:15:24",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"7","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2011-01-29","07:30:00","obsr260504","S8074729","Traveling","P22","EBIRD",150,16.093,NA,20,1,"G250409",0,1,0,NA,"","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS106942993","2021-03-19 06:45:06.768684",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"7","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2011-01-29","12:00:00","obsr109866","S7517127","Traveling","P22","EBIRD",180,16.093,NA,30,1,"G346724",0,1,0,NA,"","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS108135299","2011-07-21 17:25:27",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"29","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Peninsula","L476611","H","2011-02-13","11:00:00","obsr106420","S7598719","Traveling","P22","EBIRD",256,11.104,NA,2,1,"",0,1,1,NA,"drove the loop road with sea watches from Fraser Point, Schoodic Point, and Blueberry Hill; snowshoed the Alder Trail and up over Schoodic Head and the Anvil but only observed a single BAEA and heard a CORA; weather = mostly cloudy with temps in the low 20''s; very high winds; 2-3'' of base snow and flurries falling.","off Schoodic Point; ca. 1/3 male and 2/3 female/immature; took several digiscoped photos with one showing ca. 25 of the raft of 29 (will post to eBird-Flickr site).",-68.0582428,44.3403019,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS116259075","2023-09-20 10:53:01.042628",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"2","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP (please use more specific location if possible)","L340581","H","2011-04-23","11:15:00","obsr229149","S8116281","Traveling","P22","EBIRD",164,9.656,NA,2,1,"",0,1,0,NA,"","",-68.2733291,44.3385984,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS115328587","2012-10-26 20:33:53",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Seawall Picnic Area","L159047","H","2011-04-17","15:10:00","obsr29626","S8052986","Traveling","P22","EBIRD",35,1.931,NA,1,1,"",0,1,0,NA,"High surf but dropping tide. Scoters still close to shore. PEFA was fly-over. No rain, but vis still tough in mist/fog and humping waves. Boulders all over Seawall Rd.","",-68.3025,44.2373,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS119212161","2024-05-31 08:21:22.60591",6339,"species","avibase-2771624B","Atlantic Puffin","Fratercula arctica","","",NA,"100","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","US-ME_3408",NA,NA,"","Frenchman Bay—Egg Rock","L1018954","H","2011-05-22","12:00:00","obsr208556","S8287660","Area","P23","EBIRD",120,NA,20.2343,12,1,"",0,1,0,NA,"","",-68.139267,44.3527006,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS119816616","2011-05-29 13:20:14",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP -- Headquarters, Hancock, ME","L1043438","P","2011-05-29","12:10:00","obsr228145","S8326899","Traveling","P22","EBIRD",40,0.805,NA,1,1,"",0,1,0,NA,"","",-68.2593441,44.373349,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS669203255","2023-09-20 10:53:01.042628",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP (please use more specific location if possible)","L340581","H","2011-05-23","10:00:00","obsr137025","S49368986","Traveling","P22","EBIRD",60,1.609,NA,4,1,"",0,1,0,NA,"","",-68.2733291,44.3385984,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS117142165","2018-08-05 11:39:57",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Fernald Pt., SW Harbor","L158168","P","2011-05-03","10:00:00","obsr29626","S8170581","Traveling","P22","EBIRD",75,1.931,NA,1,1,"",0,1,0,NA,"","",-68.311584,44.298958,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS119978041","2011-07-21 17:25:44",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"2","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Precipice Trail","L476591","H","2011-05-30","09:00:00","obsr228145","S8336976","Stationary","P21","EBIRD",180,NA,NA,2,1,"",0,1,0,NA,"Peregrine Falcon watch with Tony.","",-68.1897354,44.3547872,"state endangered"
"URN:CornellLabOfOrnithology:EBIRD:OBS117467862","2020-08-12 13:21:31",6372,"species","avibase-64F4DD81","Razorbill","Alca torda","","",NA,"6","","","","Unknown Sex, Adult (6)","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Peninsula","L476611","H","2011-05-06","05:30:00","obsr224998","S8190602","Area","P23","EBIRD",330,NA,141.64,6,1,"",0,1,0,NA,"Beautiful Blue sky SW winds 15 to 20 knots Seas 4 to 7 ft.  temperature 40 AM and 53 PM.. SW winds moving birds into the region... especially on Ocean with several Pelagic bids seen  especially moving towards the Northeast.   First birds seen at Schoodic were 6 Razorbills directly off the point.  Sw winds blew all day so should be a god Migration tonight and into the weekend..... hang on to your hats... Afternoon bird of the day was First of the Year Rusty Blackbird mixed in with a small flock of Grackle... Thanks to the teachers who made he first Migratory Workshop a great success --","The first birds I put my scope on when I reached Schoodic point",-68.0582428,44.3403019,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS119212162","2024-05-31 08:21:22.60591",6372,"species","avibase-64F4DD81","Razorbill","Alca torda","","",NA,"6","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","US-ME_3408",NA,NA,"","Frenchman Bay—Egg Rock","L1018954","H","2011-05-22","12:00:00","obsr208556","S8287660","Area","P23","EBIRD",120,NA,20.2343,12,1,"",0,1,0,NA,"","",-68.139267,44.3527006,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS120219695","2011-06-03 15:47:42",6339,"species","avibase-2771624B","Atlantic Puffin","Fratercula arctica","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Schooner Head - Acadia NP","L928863","P","2011-06-03","09:00:00","obsr221400","S8354523","Traveling","P22","EBIRD",90,1.609,NA,23,1,"",0,1,0,NA,"Trip with Kevin Karlson, Dale, Michael Good and 19 participants","",-68.1778049,44.3393197,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS120715056","2011-07-21 17:25:44",11875,"species","avibase-47E58408","Peregrine Falcon","Falco peregrinus","","",NA,"3","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Precipice Trail","L476591","H","2011-06-10","09:00:00","obsr228145","S8392520","Stationary","P21","EBIRD",180,NA,NA,3,1,"",0,1,0,NA,"Peregrine Watch with Tony and Wade, plus about a hundred visitors.  The Peregrine Falcons were very active.  Food to scrape site.  Male and two females observed.  Didn''t have time to pay attention to most of the bird sounds going on around us.","",-68.1897354,44.3547872,"state endangered"
